基金代码	基金名称	开始日期	类型
000947	德邦纯债债券	2015-02-10	债券基金
000948	华夏沪港通恒生ETF联接基金	2015-01-13	联接基金
000950	易基非银ETF联接	2015-01-22	联接基金
000951	中银理财90天债券	2017-03-09	货币基金
000953	国泰睿吉灵活配置混合	2015-04-22	混合式基金
000955	南方产业活力	2015-01-27	股票基金
000958	东吴鼎元双债	2016-05-19	债券基金
000960	招商医药健康	2015-01-30	股票基金
000961	天弘沪深300	2015-01-20	股票基金
000962	天弘中证500	2015-01-20	股票基金
000963	兴业多策略	2015-01-23	混合式基金
000965	汇丰新动力	2015-02-11	混合式基金
000966	中邮核心科技	2015-02-11	混合式基金
000967	华泰创新动力	2015-02-06	混合式基金
000968	广发养老指数	2015-02-13	股票基金
000969	前海大安全	2015-02-06	混合式基金
000970	东方红睿元	2015-01-21	混合式基金
000971	诺安新经济	2015-01-26	股票基金
000972	新华万银	2015-04-10	混合式基金
000973	新华增盈	2015-01-16	债券基金
000974	安信消费医药	2015-03-19	股票基金
000975	华夏MSCI中国A股ETF联接	2015-02-12	联接基金
000976	长城新兴产业	2015-02-17	混合式基金
000977	长城环保	2015-04-08	混合式基金
000978	景顺量化精选	2015-02-04	股票基金
000979	景顺沪港深	2015-04-15	股票基金
000981	北信瑞丰现金添利	2015-01-20	货币基金
000984	民生加银新收益债券	2015-12-29	债券基金
000985	嘉实逆向策略	2015-02-02	股票基金
000986	太平灵活配置	2015-02-10	混合式基金
000988	嘉实全球互联网股票	2015-04-15	股票基金
000991	工银战略转型	2015-02-16	股票基金
000992	广发对冲	2015-02-06	混合式基金
000993	华宝稳健	2015-03-27	混合式基金
000994	建信睿盈灵活配置混合	2015-02-03	混合式基金
000996	中银新动力股票	2015-02-13	股票基金
000997	南方双元债券	2015-02-10	债券基金
001000	中欧明睿	2015-01-29	混合式基金
001001	华夏债券	2002-10-23	债券基金
001004	新华稳健	2015-05-29	混合式基金
001005	中海合鑫	2015-02-11	混合式基金
001006	中信建投凤凰货币	2015-03-31	货币基金
001007	国联安鑫安	2015-01-26	混合式基金
001008	工银改革股票	2015-01-27	股票基金
001009	上投安全战略	2015-02-26	股票基金
001010	易方达增金宝	2015-01-20	货币基金
001011	华夏希望债券	2008-03-10	债券基金
001014	中融融安混合	2015-02-12	混合式基金
001015	华夏沪深300指数增强	2015-02-10	股票基金
001017	泰达改革动力混合	2015-02-13	混合式基金
001018	易方达新经济	2015-02-12	混合式基金
001019	兴业年年利	2015-02-12	债券基金
001020	诺安裕鑫两年	2015-03-23	债券基金
001021	华夏亚债中国指数	2011-05-25	债券基金
001027	前海中证大农业	2015-02-13	股票基金
001028	华安物联网	2015-03-17	股票基金
001029	国投新动力	2015-02-04	混合式基金
001030	天弘云端生活	2015-03-17	混合式基金
001031	华夏安康债券	2012-09-11	债券基金
001034	华富旺财保本	2015-03-16	混合式基金
001035	中银恒利半年债	2015-01-30	债券基金
001036	嘉实企业变革	2015-02-12	股票基金
001037	国投锐意改革	2015-03-31	混合式基金
001038	天弘增益宝	2015-03-06	货币基金
001039	嘉实制造	2015-04-24	股票基金
001040	新华策略	2015-03-31	股票基金
202305	南方理财60天债券	2012-10-19	货币基金
001042	华夏领先	2015-05-15	股票基金
001043	工银美丽城镇	2015-03-26	股票基金
001044	嘉实新消费	2015-03-23	股票基金
001045	华夏可转债增强债券	2016-09-27	债券基金
001047	光大国企改革	2015-03-25	股票基金
001048	富国新兴产业	2015-03-12	股票基金
001050	汇添富多因子	2015-02-16	股票基金
001051	华夏上证50ETF联接	2015-03-17	联接基金
001052	华夏中证500ETF联接	2015-05-05	联接基金
001053	南方创新经济	2015-03-24	混合式基金
001054	工银新金融	2015-03-19	股票基金
001055	博时产业债纯债债券	2015-03-30	债券基金
001056	北信健康	2015-03-27	混合式基金
001057	华夏理财30天债券	2012-10-24	货币基金
001059	中金绝对收益	2015-04-21	混合式基金
001060	前海高端装备	2015-03-27	混合式基金
001061	华夏收益债券（QDII）	2012-12-07	债券基金
001064	广发环保指数	2015-03-25	联接基金
001067	鹏华弘盛混合	2015-02-25	混合式基金
001068	华融新锐	2015-04-15	混合式基金
001069	华泰消费	2015-05-20	混合式基金
001070	建信信息	2015-03-24	股票基金
001071	华安媒体	2015-05-15	混合式基金
001072	华安装备	2015-04-24	股票基金
001073	华泰量化绝对	2015-06-29	混合式基金
001074	华泰柏瑞量化驱动混合	2015-03-24	混合式基金
001075	宝盈转型	2015-04-29	混合式基金
001076	易方达改革	2015-04-23	混合式基金
001077	华夏理财21天债券	2013-01-22	货币基金
001086	华富恒利债券	2015-08-31	债券基金
001088	华宝国策	2015-05-08	混合式基金
001092	广发生物科技指数（QDII）	2015-03-30	股票基金
001094	国投瑞银添利宝货币	2015-04-23	货币基金
001096	国寿聚宝盆	2015-03-02	货币基金
001097	华泰优选	2015-03-26	股票基金
001101	银华惠添益货币	2016-07-21	货币基金
001102	前海国优	2015-05-08	混合式基金
001103	前海工业革命	2015-03-27	混合式基金
001104	华安新丝路	2015-04-09	股票基金
001105	信达转型创新	2015-04-15	股票基金
001106	华商健康	2015-03-17	混合式基金
001110	中欧瑾泉灵活配置混合A	2015-03-16	混合式基金
001112	东方红优势	2015-04-07	混合式基金
001113	南方大数据100指数基金	2015-04-24	股票基金
001115	广发聚安混合	2015-03-25	混合式基金
001117	中欧精选定期开放混合	2015-03-18	混合式基金
001118	华宝事件驱动	2015-04-08	混合式基金
001119	国投新回报	2015-03-20	混合式基金
001120	东方睿鑫热点挖掘混合	2015-04-15	混合式基金
001122	鹏华弘利混合	2015-03-12	混合式基金
001125	博时互联网	2015-04-28	混合式基金
001126	上投卓越制造	2015-04-14	股票基金
001127	中银宏观策略	2015-04-10	混合式基金
001128	宝盈新兴	2015-04-13	混合式基金
001133	广发可选消费联接	2015-04-15	联接基金
001135	益民品质	2015-05-06	混合式基金
001136	易方达裕如	2015-03-24	混合式基金
001137	国投瑞银岁丰利一年债券	2015-07-21	债券基金
001139	华安新动力	2015-03-24	混合式基金
001140	工银总回报	2015-04-17	混合式基金
001141	泰达宏利创盈混合	2015-03-30	混合式基金
001143	华商量化	2015-04-09	混合式基金
001144	大成互联网	2015-04-21	混合式基金
001146	中欧瑾源灵活配置混合A	2015-03-31	混合式基金
001148	申万菱信多策略灵活配置混合	2015-03-31	混合式基金
540012	汇丰晋信恒生行业龙头指数	2012-08-01	股票基金
001150	融通互联网	2015-04-16	混合式基金
001152	融通新区域	2015-05-20	混合式基金
001154	北信平安	2015-05-05	混合式基金
001155	中海安鑫宝1	2015-04-03	混合式基金
001156	申万新能车	2015-05-07	混合式基金
001157	国联安睿祺	2015-04-08	混合式基金
001158	工银新材料	2015-04-28	股票基金
001159	大成景秀灵活配置混合	2015-03-27	混合式基金
001160	东方永润债券型	2015-05-04	债券基金
001162	前海开源优势蓝筹股票	2015-04-28	股票基金
001163	银华中国梦30	2015-04-29	股票基金
001164	中欧琪和灵活配置混合	2015-04-08	混合式基金
001166	建信环保	2015-04-22	股票基金
001167	金鹰科技	2015-04-30	股票基金
001168	国投优选	2015-04-16	混合式基金
001169	国投新价值	2015-04-22	混合式基金
001170	泰达复兴	2015-04-21	混合式基金
001171	工银养老	2015-04-28	股票基金
001172	鹏华弘泽混合	2015-04-14	混合式基金
001173	中欧瑾和灵活配置混合A	2015-04-13	混合式基金
001175	山西证券日日添利货币	2015-05-14	货币基金
001178	前海再融资	2015-05-18	股票基金
001179	德邦大健康	2015-04-29	混合式基金
001180	广发医药卫生联接	2015-05-06	联接基金
001181	南方改革机遇	2015-05-19	混合式基金
001182	易方达安心	2015-05-29	混合式基金
001183	南方利淘灵活配置混合	2015-04-17	混合式基金
001184	易方达新常态	2015-04-30	混合式基金
001185	安信动态策略混合	2015-04-15	混合式基金
001186	富国文体	2015-05-06	股票基金
001188	鹏华改革	2015-04-28	股票基金
001189	广发聚宝	2015-04-09	混合式基金
001190	鹏华弘润混合	2015-04-14	混合式基金
001192	上投整合	2015-04-23	混合式基金
001193	中金消费	2015-06-24	股票基金
001194	景顺长城稳健回报混合型	2015-04-10	混合式基金
001195	工银农业	2015-05-26	股票基金
001196	东方鼎新灵活配置混合	2015-04-20	混合式基金
001197	长盛转型	2015-04-21	混合式基金
001198	东方惠新灵活配置混合	2015-04-20	混合式基金
001199	创金合信聚利债券	2015-05-15	债券基金
001201	申万菱信安鑫回报灵活配置混合	2015-04-28	混合式基金
001202	东方红领先	2015-04-17	混合式基金
001203	东方红稳健精选混合A东方红稳健精选混合C	2015-04-17	混合式基金
001205	建信稳健回报	2015-04-17	混合式基金
001206	广发聚惠混合	2015-04-15	混合式基金
001208	诺安低碳	2015-05-12	股票基金
001209	前海开源一带一路混合	2015-04-29	混合式基金
001210	天弘互联网	2015-05-29	混合式基金
001211	中欧滚钱宝	2015-06-12	货币基金
001212	华润元大稳健债券	2015-10-16	债券基金
001214	华泰柏瑞中证500ETF联接	2015-05-13	联接基金
001215	博时沪港深优质企业基金	2015-05-14	混合式基金
001216	易方达新收益混和	2015-04-17	混合式基金
001218	国投精选	2015-05-19	混合式基金
001219	上投动态	2015-06-02	混合式基金
001220	民生研究	2015-05-27	混合式基金
001221	国联安鑫富混合	2015-05-13	混合式基金
001222	鹏华外延	2015-05-19	混合式基金
001223	鹏华文化传媒娱乐股票	2016-01-27	股票基金
001224	中邮新思路	2015-11-11	混合式基金
001225	中邮趋势	2015-05-27	混合式基金
001226	中邮稳健	2015-05-05	混合式基金
001227	中邮信息	2015-05-14	混合式基金
001228	国联安鑫享灵活配置混合	2015-04-28	混合式基金
001229	德邦福鑫灵活配置混合	2015-04-27	混合式基金
001230	鹏华医药	2015-06-02	股票基金
001231	银华泰利灵活配置混合	2015-04-23	混合式基金
001232	嘉合货币	2015-05-06	货币基金
001234	国金众赢货币	2015-06-25	货币基金
001235	中银国有企业债	2015-09-29	债券基金
001236	博时丝路主题股票基金	2015-05-22	股票基金
001237	博时上证50ETF联接	2015-05-27	联接基金
001238	博时招财一号	2015-04-29	混合式基金
001239	长盛国企	2015-06-04	混合式基金
690010	民生加银现金增利货币	2012-12-18	货币基金
001241	国寿中证500联接	2015-05-29	联接基金
001242	博时中证淘金大数据100	2015-05-04	股票基金
001244	华泰柏瑞量化智慧混合	2015-06-03	混合式基金
001245	工银生态	2015-06-02	股票基金
001246	兴银长乐定开债	2015-06-09	债券基金
001247	华泰柏瑞新利混合	2015-04-28	混合式基金
001249	易方达新利	2015-04-30	混合式基金
001250	天弘新活力	2015-04-29	混合式基金
001252	中海进取	2015-05-13	混合式基金
001253	建信回报	2015-05-13	混合式基金
001254	泰达宏利新起点混合	2015-05-14	混合式基金
001255	长城改革	2015-06-09	混合式基金
001256	泓德优选	2015-05-21	混合式基金
001257	兴业收益增强债券	2015-05-28	债券基金
001259	德邦鑫星	2015-05-21	混合式基金
001260	广发安心	2015-05-14	混合式基金
001261	中融新机遇	2015-05-04	混合式基金
001262	大成景明灵活配置混合	2015-04-29	混合式基金
001263	大成景穗灵活配置混合	2015-05-04	混合式基金
001264	银华恒利灵活配置混合	2015-05-06	混合式基金
001265	国泰兴益灵活配置	2015-05-14	混合式基金
001266	国投招财	2015-06-03	混合式基金
001267	泰达蓝筹	2015-06-03	混合式基金
001268	富国国安	2015-05-14	混合式基金
001270	英大灵活配置	2015-05-07	混合式基金
001272	兴业聚利	2015-05-07	混合式基金
001273	民生加银新动力定开混合	2015-05-18	混合式基金
001275	中邮创新	2015-07-23	混合式基金
001276	建信新经济	2015-05-26	混合式基金
001277	博时改革	2015-05-20	股票基金
001278	前海开源清洁能源混合	2015-06-16	混合式基金
001279	中海积极增利	2015-05-20	混合式基金
001280	银华聚利灵活配置混合	2015-05-14	混合式基金
001281	长安鑫利优选混合	2015-05-18	混合式基金
001282	华安新机遇	2015-05-27	混合式基金
001283	红塔红土盛金新动力混合	2015-06-19	混合式基金
001285	易方达新鑫混合	2015-05-14	混合式基金
001287	安信优势增长混合	2015-05-19	混合式基金
001289	银华汇利灵活配置混合	2015-05-14	混合式基金
001290	广发安泰	2015-05-14	混合式基金
001291	大摩量化多策略	2015-06-02	股票基金
001292	天弘普惠养老保本混合	2015-05-26	混合式基金
001294	新华战略	2015-06-29	混合式基金
001295	大成景源灵活配置混合	2015-05-15	混合式基金
001296	长城转型成长	2017-04-26	混合式基金
001297	平安智慧	2015-06-09	混合式基金
001298	金鹰民族	2015-06-02	混合式基金
001299	兴业添利	2015-06-10	债券基金
001300	大成睿景灵活配置混合	2015-05-26	混合式基金
001302	前海开源金银珠宝混合	2015-07-09	混合式基金
001303	银华稳利灵活配置混合	2015-05-21	混合式基金
001304	建信鑫安	2015-05-14	混合式基金
001305	九泰改革	2015-06-10	混合式基金
001306	中欧永裕混合	2015-06-04	混合式基金
001308	博时外服货币	2015-06-15	货币基金
001309	东方红睿逸	2015-06-03	混合式基金
001310	华泰柏瑞行业竞争优势混合	2016-12-27	混合式基金
001311	华安新回报	2015-05-19	混合式基金
001312	华安新优选灵活配置混合	2015-05-28	混合式基金
001313	上投互联	2015-06-09	股票基金
001314	易方达新益混合	2015-06-16	混合式基金
